Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce01100:Metabolic pathways	56	88.88888888888889	9.785427693615399E-28	MET14, TSL1, UGA2, INO1, UGA1, MET10, RIB5, RIB3, ERG25, CDC21, CTT1, QCR7, QCR2, GSC2, TPS2, QCR8, TPS1, ERG9, ARG4, HIS3, CPA2, HIS5, CPA1, ARG1, UTR4, GDH1, LYS1, GDH3, LYS5, PYC1, MET16, SEC53, BNA2, ATP7, TRP5, COX15, TRP3, ATP3, ATP4, GLK1, ASN1, GLG1, FOL2, COX7, SER3, URA4, COX12, TIM11, COX13, MET5, ATP18, PMI40, FKS3, GLN1, ADI1, RIP1	56	797	2412	3.0263488080301126	4.697005292935391E-26	4.697005292935391E-26	3.91417107744616E-26
KEGG_PATHWAY	sce00250:Alanine, aspartate and glutamate metabolism	10	15.873015873015872	1.5927564336319797E-8	ARG4, CPA2, CPA1, UGA2, UGA1, ARG1, GDH1, GDH3, GLN1, ASN1	56	32	2412	13.459821428571429	7.645228040642493E-7	3.8226154407167516E-7	3.1855128672639593E-7
KEGG_PATHWAY	sce00190:Oxidative phosphorylation	13	20.634920634920633	9.234902157625001E-8	ATP7, COX15, ATP3, ATP4, QCR7, COX7, QCR2, COX12, TIM11, COX13, QCR8, RIP1, ATP18	56	79	2412	7.087703435804703	4.432743413995688E-6	1.4775843452200002E-6	1.2313202876833336E-6
KEGG_PATHWAY	sce01110:Biosynthesis of secondary metabolites	23	36.507936507936506	2.647338278291089E-6	HIS3, ARG4, HIS5, TSL1, PMI40, TRP5, INO1, COX15, ARG1, TRP3, LYS1, GLK1, ASN1, RIB5, GLG1, RIB3, ERG25, CTT1, SER3, TPS2, TPS1, SEC53, ERG9	56	351	2412	2.822344322344322	1.2706433220222024E-4	3.176805933949307E-5	2.647338278291089E-5
KEGG_PATHWAY	sce00500:Starch and sucrose metabolism	7	11.11111111111111	2.590094253560799E-4	TSL1, FKS3, GLK1, GSC2, TPS2, TPS1, GLG1	56	41	2412	7.353658536585367	0.012357079201148258	0.0024864904834183666	0.002072075402848639
KEGG_PATHWAY	sce01230:Biosynthesis of amino acids	11	17.46031746031746	3.893138929169054E-4	HIS3, ARG4, HIS5, PYC1, TRP5, SER3, ARG1, TRP3, LYS1, GLN1, ASN1	56	125	2412	3.790285714285714	0.018517117314912457	0.0031145111433352433	0.0025954259527793695
KEGG_PATHWAY	sce00220:Arginine biosynthesis	5	7.936507936507936	4.6230687705175013E-4	ARG4, ARG1, GDH1, GDH3, GLN1	56	17	2412	12.668067226890756	0.021951345437666414	0.0031701042997834294	0.0026417535831528578
KEGG_PATHWAY	sce01240:Biosynthesis of cofactors	10	15.873015873015872	0.0023512564999228812	CPA2, CPA1, BNA2, PMI40, COX15, URA4, RIB5, FOL2, RIB3, SEC53	56	131	2412	3.287895310796074	0.10684326832705149	0.014107538999537287	0.011756282499614405
KEGG_PATHWAY	sce00920:Sulfur metabolism	4	6.349206349206349	0.004204952812311953	MET14, MET10, MET16, MET5	56	15	2412	11.485714285714284	0.18312017456948004	0.022426414998997078	0.0186886791658309
KEGG_PATHWAY	sce00910:Nitrogen metabolism	3	4.761904761904762	0.013091970085279972	GDH1, GDH3, GLN1	56	8	2412	16.15178571428571	0.46877223622853126	0.06284145640934387	0.05236788034111989
KEGG_PATHWAY	sce00240:Pyrimidine metabolism	4	6.349206349206349	0.032128993741093265	CPA2, CDC21, CPA1, URA4	56	31	2412	5.557603686635944	0.7914361421441504	0.14019924541567969	0.11683270451306642
KEGG_PATHWAY	sce00400:Phenylalanine, tyrosine and tryptophan biosynthesis	3	4.761904761904762	0.05579311764474138	HIS5, TRP5, TRP3	56	17	2412	7.600840336134453	0.9364341642616946	0.22317247057896553	0.18597705881580462
KEGG_PATHWAY	sce00051:Fructose and mannose metabolism	3	4.761904761904762	0.09522976429846063	PMI40, GLK1, SEC53	56	23	2412	5.618012422360248	0.9917995318468894	0.32650204902329355	0.27208504085274465
KEGG_PATHWAY	sce01250:Biosynthesis of nucleotide sugars	3	4.761904761904762	0.09522976429846063	PMI40, GLK1, SEC53	56	23	2412	5.618012422360248	0.9917995318468894	0.32650204902329355	0.27208504085274465
