Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008652~cellular amino acid biosynthetic process	53	38.405797101449274	2.486164867971282E-63	854690, 854096, 853122, 852550, 854297, 854852, 852551, 854377, 855786, 851069, 853118, 856825, 856824, 850327, 855619, 853573, 850581, 854501, 854025, 850342, 850420, 851346, 851425, 851820, 853604, 851705, 855084, 856173, 856411, 856778, 854479, 855444, 853025, 854356, 850348, 851956, 852729, 856268, 855135, 853473, 851010, 856420, 856782, 853230, 852464, 856744, 853357, 851894, 853669, 854714, 851605, 853869, 852858	138	93	5703	23.551425899953248	6.414305359365907E-61	6.414305359365907E-61	5.02205303330199E-61
GOTERM_BP_DIRECT	GO:0006418~tRNA aminoacylation for protein translation	17	12.318840579710146	7.554929474436606E-18	856196, 853181, 854056, 853097, 856145, 854732, 852202, 856402, 856412, 854339, 851587, 850522, 850643, 855943, 852986, 852606, 852418	138	34	5703	20.66304347826087	1.9491718044046445E-15	9.745859022023222E-16	7.630478769180973E-16
GOTERM_BP_DIRECT	GO:0009073~aromatic amino acid family biosynthetic process	10	7.246376811594203	4.2413190670361357E-13	853669, 856824, 851605, 856173, 852858, 851956, 852729, 851705, 852464, 852551	138	12	5703	34.43840579710145	1.0941914041495693E-10	3.6475343976510766E-11	2.8558215051376646E-11
GOTERM_BP_DIRECT	GO:0006526~arginine biosynthetic process	8	5.797101449275362	4.4789343431262495E-10	854096, 855084, 856411, 853573, 854297, 853357, 854479, 854025	138	10	5703	33.06086956521739	1.1555648771199856E-7	2.888912651316431E-8	2.261861843278756E-8
GOTERM_BP_DIRECT	GO:0019878~lysine biosynthetic process via aminoadipic acid	8	5.797101449275362	1.2071221618769429E-9	851346, 854714, 851425, 851820, 853230, 854852, 852672, 855786	138	11	5703	30.055335968379445	3.1143747414308365E-7	6.228750355285026E-8	4.876773533982849E-8
GOTERM_BP_DIRECT	GO:0000105~histidine biosynthetic process	7	5.072463768115942	1.3645721868002425E-8	853118, 854690, 850327, 852550, 856782, 850581, 854377	138	9	5703	32.14251207729469	3.5205900732471207E-6	5.867660403241042E-7	4.594059695560816E-7
GOTERM_BP_DIRECT	GO:0009086~methionine biosynthetic process	10	7.246376811594203	1.9097902113551627E-8	853118, 856084, 856825, 854090, 853604, 853869, 851010, 856778, 852752, 855444	138	30	5703	13.77536231884058	4.927246662456142E-6	7.038941064709027E-7	5.511108895624898E-7
GOTERM_BP_DIRECT	GO:0009085~lysine biosynthetic process	7	5.072463768115942	3.344246456260541E-8	851346, 854714, 851425, 851820, 853230, 854852, 855786	138	10	5703	28.928260869565218	8.628118782327832E-6	1.0785194821440245E-6	8.444222302057866E-7
GOTERM_BP_DIRECT	GO:0006164~purine nucleotide biosynthetic process	9	6.521739130434782	4.80821635426821E-8	853118, 854093, 856836, 850715, 851073, 856375, 855149, 855501, 853654	138	24	5703	15.497282608695652	1.2405121558756171E-5	1.3783553548902202E-6	1.0791774484024204E-6
GOTERM_BP_DIRECT	GO:0009082~branched-chain amino acid biosynthetic process	7	5.072463768115942	2.574517199600167E-7	850348, 855619, 853604, 855135, 853473, 851069, 850342	138	13	5703	22.25250836120402	6.642034636661354E-5	6.642254374968431E-6	5.2005247431923376E-6
GOTERM_BP_DIRECT	GO:0006207~'de novo' pyrimidine nucleobase biosynthetic process	6	4.3478260869565215	8.676052111159975E-7	853844, 854865, 853573, 854479, 855313, 853311	138	9	5703	27.55072463768116	2.2381719076669526E-4	2.034928586072067E-5	1.5932386604130134E-5
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	19	13.768115942028986	1.7628003830045106E-6	854093, 851193, 855245, 853155, 850370, 856420, 852065, 856375, 856778, 853654, 851388, 851894, 853844, 856836, 853798, 851812, 853869, 854529, 851705	138	207	5703	3.793215710985087	4.546994925155312E-4	3.790020823459698E-5	2.967380644724259E-5
GOTERM_BP_DIRECT	GO:0006221~pyrimidine nucleotide biosynthetic process	6	4.3478260869565215	5.144370563839796E-6	853844, 854865, 853573, 854479, 855313, 853311	138	12	5703	20.66304347826087	0.0013263706113332274	1.020959696515898E-4	7.993560414581837E-5
GOTERM_BP_DIRECT	GO:0008152~metabolic process	15	10.869565217391305	9.537396255343203E-6	851193, 856173, 855084, 855245, 853155, 852550, 855149, 853311, 853118, 853669, 850327, 850715, 852519, 851705, 852818	138	147	5703	4.216947648624667	0.002457635025920779	1.7576058813418188E-4	1.3761100311280908E-4
GOTERM_BP_DIRECT	GO:0035999~tetrahydrofolate interconversion	5	3.6231884057971016	1.0550449962653431E-5	853118, 856084, 850747, 852565, 852752	138	7	5703	29.518633540372672	0.0027183290840059326	1.81467739357639E-4	1.4207939283039954E-4
GOTERM_BP_DIRECT	GO:0006541~glutamine metabolic process	7	5.072463768115942	1.2419290896531173E-5	853669, 856824, 856268, 852550, 854479, 853311, 853025	138	23	5703	12.577504725897922	0.0031990689877022804	2.0026106570656516E-4	1.5679354756870608E-4
GOTERM_BP_DIRECT	GO:0044249~cellular biosynthetic process	6	4.3478260869565215	1.84013975793765E-5	851346, 854093, 856836, 851425, 856375, 853654	138	15	5703	16.530434782608697	0.004736352197613036	2.637533653043965E-4	2.0650457283522515E-4
